datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2012-06-17 03:00:00,2,0,0,1,22.14,25.76,64,7.0015,6,22,28
2012-11-16 00:00:00,4,0,1,2,13.12,16.665,66,7.0015,7,58,65
2011-06-10 02:00:00,2,0,1,1,27.88,31.82,69,11.0014,6,7,13
2011-11-04 21:00:00,4,0,1,1,13.94,15.91,46,16.9979,8,115,123
2011-11-09 07:00:00,4,0,1,1,12.3,16.665,87,0.0,0,300,300
2011-07-19 23:00:00,3,0,1,3,29.52,34.85,79,11.0014,19,73,92
2011-08-02 13:00:00,3,0,1,1,35.26,37.12,30,15.0013,50,153,203
2012-10-14 19:00:00,4,0,0,1,22.96,26.515,64,15.0013,68,268,336
2012-06-19 12:00:00,2,0,1,1,28.7,32.575,65,6.0032,70,222,292
2011-12-18 05:00:00,4,0,0,1,8.2,11.365,59,7.0015,1,4,5
2011-10-07 14:00:00,4,0,1,1,25.42,31.06,50,0.0,77,179,256
2012-12-14 08:00:00,4,0,1,1,8.2,11.365,69,6.0032,13,623,636
2011-07-07 01:00:00,3,0,1,1,27.06,29.545,89,12.998,2,14,16
2011-12-05 04:00:00,4,0,1,1,12.3,15.91,87,7.0015,0,7,7
2011-01-01 05:00:00,1,0,0,2,9.84,12.88,75,6.0032,0,1,1
2012-03-08 10:00:00,1,0,1,1,20.5,24.24,68,31.0009,19,119,138
2012-10-02 05:00:00,4,0,1,2,22.96,26.515,83,8.9981,1,42,43
2011-03-03 19:00:00,1,0,1,1,8.2,9.85,40,16.9979,5,101,106
2012-12-08 14:00:00,4,0,0,2,16.4,20.455,87,19.0012,164,378,542
2011-03-17 13:00:00,1,0,1,2,21.32,25.0,42,6.0032,26,85,111
2011-12-01 02:00:00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9
2011-06-11 07:00:00,2,0,0,1,29.52,33.335,58,12.998,18,50,68
2012-02-15 14:00:00,1,0,1,1,17.22,21.21,41,23.9994,6,128,134
2012-08-09 10:00:00,3,0,1,1,32.8,37.88,55,15.0013,72,133,205
2011-10-07 03:00:00,4,0,1,1,16.4,20.455,87,0.0,1,9,10
2011-09-10 15:00:00,3,0,0,1,30.34,34.09,55,15.0013,217,263,480
2011-08-04 20:00:00,3,0,1,2,28.7,33.335,74,12.998,41,245,286
2012-01-04 07:00:00,1,0,1,1,0.82,2.275,44,12.998,1,151,152
2012-04-09 20:00:00,2,0,1,1,20.5,24.24,36,30.0026,21,255,276
2012-01-09 00:00:00,1,0,1,1,9.84,11.365,60,15.0013,3,12,15
2011-05-01 21:00:00,2,0,0,2,18.86,22.725,82,0.0,23,82,105
2011-12-09 22:00:00,4,0,1,1,11.48,15.91,87,0.0,15,114,129
2012-07-02 17:00:00,3,0,1,1,34.44,36.365,32,8.9981,82,665,747
2012-03-08 17:00:00,1,0,1,1,25.42,31.06,38,43.9989,52,545,597
2012-09-10 21:00:00,3,0,1,1,22.96,26.515,49,11.0014,29,256,285
2011-02-07 04:00:00,1,0,1,1,8.2,12.88,86,0.0,1,1,2
2012-05-06 04:00:00,2,0,0,3,21.32,25.0,83,11.0014,9,7,16
2012-02-10 18:00:00,1,0,1,3,12.3,15.15,61,8.9981,14,345,359
2011-06-11 06:00:00,2,0,0,1,28.7,32.575,61,8.9981,9,31,40
2011-02-17 22:00:00,1,0,1,1,20.5,24.24,59,19.0012,8,68,76
2011-11-16 21:00:00,4,0,1,3,18.04,21.97,88,19.0012,3,72,75
2011-09-06 17:00:00,3,0,1,2,22.14,25.76,88,26.0027,15,276,291
2012-04-11 09:00:00,2,0,1,2,13.12,15.15,49,19.9995,20,282,302
2011-12-12 18:00:00,4,0,1,1,12.3,15.91,56,6.0032,8,349,357
2012-12-16 16:00:00,4,0,0,2,15.58,19.695,82,7.0015,66,334,400
2011-02-10 05:00:00,1,0,1,2,4.92,6.06,50,15.0013,0,6,6
2012-02-15 20:00:00,1,0,1,1,14.76,17.425,46,11.0014,4,207,211
2011-12-03 07:00:00,4,0,0,1,9.02,12.88,75,6.0032,2,24,26
2011-11-18 02:00:00,4,0,1,1,9.84,11.365,44,15.0013,2,8,10
2011-01-19 05:00:00,1,0,1,2,9.02,12.88,93,6.0032,0,7,7
2012-10-16 17:00:00,4,0,1,1,21.32,25.0,39,12.998,104,839,943
2011-03-09 14:00:00,1,0,1,2,13.94,15.15,76,19.9995,10,61,71
2011-10-13 10:00:00,4,0,1,3,22.96,26.515,100,8.9981,16,53,69
2012-09-01 10:00:00,3,0,0,2,31.98,36.365,55,12.998,128,289,417
2011-11-18 08:00:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
2012-08-18 02:00:00,3,0,0,3,25.42,28.03,88,11.0014,4,39,43
2012-01-14 13:00:00,1,0,0,1,9.02,10.605,44,19.0012,38,182,220
2011-07-17 21:00:00,3,0,0,1,30.34,34.09,62,15.0013,59,148,207
2012-06-05 21:00:00,2,0,1,1,22.14,25.76,56,11.0014,30,253,283
2012-12-05 12:00:00,4,0,1,1,18.04,21.97,41,19.0012,24,208,232
2011-08-05 19:00:00,3,0,1,1,30.34,34.09,55,16.9979,90,282,372
2011-07-14 17:00:00,3,0,1,1,30.34,32.575,37,8.9981,78,517,595
2012-10-03 17:00:00,4,0,1,1,28.7,32.575,65,0.0,84,833,917
2011-08-02 06:00:00,3,0,1,1,27.88,31.82,69,7.0015,12,105,117
2012-12-19 21:00:00,4,0,1,1,13.94,15.91,61,15.0013,4,164,168
2012-02-16 01:00:00,1,0,1,2,12.3,16.665,70,0.0,0,5,5
2012-02-18 13:00:00,1,0,0,1,16.4,20.455,43,19.0012,165,219,384
2012-08-04 14:00:00,3,0,0,1,36.08,40.15,40,26.0027,183,289,472
2011-02-06 15:00:00,1,0,0,1,13.94,17.425,46,6.0032,52,130,182
2011-08-15 07:00:00,3,0,1,1,24.6,27.275,88,16.9979,10,248,258
2012-02-18 22:00:00,1,0,0,1,16.4,20.455,40,30.0026,17,101,118
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5
2012-05-03 15:00:00,2,0,1,1,27.06,31.06,61,12.998,63,220,283
2012-07-14 01:00:00,3,0,0,2,28.7,32.575,51,7.0015,13,105,118
2012-04-01 21:00:00,2,0,0,2,20.5,24.24,59,11.0014,33,101,134
2011-10-11 12:00:00,4,0,1,2,24.6,29.545,73,11.0014,51,130,181
2012-07-04 06:00:00,3,1,0,1,27.06,31.06,69,0.0,9,23,32
2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
2011-06-13 18:00:00,2,0,1,1,28.7,31.82,37,23.9994,76,510,586
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
2012-05-09 08:00:00,2,0,1,2,24.6,28.03,83,8.9981,28,594,622
2011-03-10 15:00:00,1,0,1,3,18.04,21.97,0,15.0013,3,11,14
2011-04-03 00:00:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39
2011-09-04 03:00:00,3,0,0,1,26.24,28.79,89,12.998,20,23,43
2011-10-06 08:00:00,4,0,1,1,18.04,21.97,62,11.0014,20,437,457
2011-10-16 16:00:00,4,0,0,1,24.6,31.06,46,26.0027,177,289,466
2012-12-16 04:00:00,4,0,0,2,13.94,18.18,87,0.0,1,10,11
2011-08-08 11:00:00,3,0,1,1,33.62,37.12,48,23.9994,90,89,179
2011-09-02 12:00:00,3,0,1,2,27.06,31.06,69,15.0013,82,178,260
2011-12-14 22:00:00,4,0,1,1,13.94,16.665,66,11.0014,5,99,104
2012-05-11 15:00:00,2,0,1,1,25.42,30.305,25,12.998,140,299,439
2012-09-11 10:00:00,3,0,1,1,25.42,31.06,38,0.0,54,142,196
2011-09-05 15:00:00,3,1,0,2,27.88,31.82,79,19.0012,111,142,253
2012-10-11 12:00:00,4,0,1,1,18.86,22.725,36,0.0,47,279,326
2012-03-10 13:00:00,1,0,0,1,13.12,15.15,29,19.0012,89,268,357
2012-05-03 10:00:00,2,0,1,2,21.32,25.0,77,0.0,36,132,168
2012-10-11 05:00:00,4,0,1,1,14.76,17.425,50,11.0014,0,42,42
2011-09-11 19:00:00,3,0,0,1,26.24,30.305,69,7.0015,101,232,333
2011-04-07 16:00:00,2,0,1,1,24.6,31.06,35,0.0,52,161,213
2011-09-03 22:00:00,3,0,0,1,27.88,31.82,83,7.0015,66,96,162
2011-11-12 22:00:00,4,0,0,1,17.22,21.21,47,16.9979,30,88,118
2012-04-11 23:00:00,2,0,1,1,13.94,15.15,57,19.9995,9,52,61
2012-01-06 09:00:00,1,0,1,1,9.84,12.12,70,11.0014,4,237,241
